[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:38:17] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:38:18] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697\
[2025-03-04 05:38:18] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wp_site_live/
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cfbfc1c-rz2QNA.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:98b15a2cdcdc8659ed5abed1e30f2be2264bcff8===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:827; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cfcafd8-4Kmz6P.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=2978
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=2978
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 493 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cfcafd8-4Kmz6P.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:0cc600529da770aee800b9d1e1f21006707806c2===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:826; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cfd4e82-zuG7Ce.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=2979
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=2979
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 367 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cfd4e82-zuG7Ce.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:8a4a966af6668b1246c3f4bb1c333d6bb7768355===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:825; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cfe19bf-H5Hc2n.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=2980
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=2980
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 427 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cfe19bf-H5Hc2n.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:23] [class-ss-page.php:119] Checking Content Identical:4e22b8233f848c11971dad21a7506287ef8833b8===. Value: FALSE
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2025-03-04 05:38:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:824; Total: 834
[2025-03-04 05:38:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691cff0508-m1kqt3.tmp
[2025-03-04 05:38:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=2981
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=2981
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2025-03-04 05:38:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691cff0508-m1kqt3.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:24] [class-ss-page.php:119] Checking Content Identical:9244d228042d4f398444442376002646faa9af80===. Value: FALSE
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2025-03-04 05:38:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:823; Total: 834
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691d00485f-FsadU4.tmp
[2025-03-04 05:38:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css?simply_static_page=2982
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css?simply_static_page=2982
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:103] Filesize: 427 bytes
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691d00485f-FsadU4.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:24] [class-ss-page.php:119] Checking Content Identical:76a6bc17a039baaf3729b170e2d98502d1e01d86===. Value: FALSE
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2025-03-04 05:38:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:822; Total: 834
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691d00f08a-GPoDTl.tmp
[2025-03-04 05:38:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=2983
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=2983
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691d00f08a-GPoDTl.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:24] [class-ss-page.php:119] Checking Content Identical:da7117071766c796e6d0ae90455a097e7a310f0f===. Value: FALSE
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2025-03-04 05:38:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:821; Total: 834
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691d01cabb-CvAUzm.tmp
[2025-03-04 05:38:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=2984
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=2984
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:103] Filesize: 432 bytes
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691d01cabb-CvAUzm.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:24] [class-ss-page.php:119] Checking Content Identical:6a14bf51bdef2c131a5dc121d33496c9d00eca72===. Value: FALSE
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2025-03-04 05:38:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:820; Total: 834
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691d028d75-hmxNuv.tmp
[2025-03-04 05:38:24] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=2985
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=2985
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:103] Filesize: 335 bytes
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691d028d75-hmxNuv.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:24] [class-ss-page.php:119] Checking Content Identical:22f2ab09998feeef3d87b9566e6ddf307f186b64===. Value: FALSE
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2025-03-04 05:38:24] [class-ss-task.php:58] [PAGES STATUS] Remaining:819; Total: 834
[2025-03-04 05:38:24] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:24] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691d035204-2n7pDu.tmp
